Driver,LapNumber,Compound,TyreLife,Sector1Sec,Sector2Sec,Sector3Sec,LapTimeSec
NOR,9.0,MEDIUM,9.0,27.082,39.755,33.359,100.196
NOR,11.0,MEDIUM,11.0,27.174,40.144,33.35,100.668
NOR,12.0,MEDIUM,12.0,27.145,40.183,33.324,100.652
NOR,13.0,MEDIUM,13.0,27.018,40.062,33.267,100.347
NOR,14.0,MEDIUM,14.0,26.946,40.228,33.148,100.322
NOR,15.0,MEDIUM,15.0,26.958,40.236,33.166,100.36
NOR,16.0,MEDIUM,16.0,26.973,40.266,33.116,100.355
NOR,17.0,MEDIUM,17.0,27.012,39.961,32.942,99.915
NOR,18.0,MEDIUM,18.0,26.96,40.243,32.741,99.944
NOR,19.0,MEDIUM,19.0,26.886,39.871,32.855,99.612
NOR,20.0,MEDIUM,20.0,26.836,39.847,33.208,99.891
NOR,21.0,MEDIUM,21.0,26.763,39.661,33.05,99.474
NOR,22.0,MEDIUM,22.0,26.772,39.7,33.07,99.542
NOR,23.0,MEDIUM,23.0,26.731,39.98,33.099,99.81
NOR,24.0,MEDIUM,24.0,26.81,39.96,33.019,99.789
NOR,25.0,MEDIUM,25.0,26.645,40.06,32.902,99.607
NOR,26.0,MEDIUM,26.0,26.724,39.978,32.825,99.527
NOR,27.0,MEDIUM,27.0,26.564,39.677,32.852,99.093
NOR,28.0,MEDIUM,28.0,26.567,39.622,32.967,99.156
NOR,29.0,MEDIUM,29.0,26.661,39.999,32.888,99.548
NOR,30.0,MEDIUM,30.0,26.647,39.898,33.16,99.705
NOR,33.0,HARD,2.0,26.79,39.433,32.418,98.641
NOR,34.0,HARD,3.0,26.614,39.173,32.256,98.043
NOR,35.0,HARD,4.0,26.379,39.18,32.359,97.918
NOR,36.0,HARD,5.0,26.787,39.178,32.352,98.317
NOR,37.0,HARD,6.0,26.482,39.316,32.512,98.31
NOR,38.0,HARD,7.0,26.333,39.263,32.485,98.081
NOR,39.0,HARD,8.0,26.414,39.197,32.451,98.062
NOR,40.0,HARD,9.0,26.311,39.526,32.484,98.321
NOR,42.0,HARD,11.0,26.24,39.278,32.407,97.925
NOR,43.0,HARD,12.0,26.283,39.311,32.439,98.033
NOR,44.0,HARD,13.0,26.432,39.227,32.57,98.229
NOR,45.0,HARD,14.0,26.234,39.508,32.598,98.34
NOR,46.0,HARD,15.0,26.304,39.211,32.604,98.119
NOR,47.0,HARD,16.0,26.425,39.347,33.422,99.194
NOR,48.0,HARD,17.0,26.181,39.376,32.879,98.436
NOR,49.0,HARD,18.0,26.498,39.416,32.635,98.549
NOR,50.0,HARD,19.0,26.487,39.612,32.714,98.813
NOR,51.0,HARD,20.0,26.282,39.497,33.287,99.066
NOR,52.0,HARD,21.0,26.593,39.705,33.545,99.843
NOR,53.0,HARD,22.0,26.805,39.218,32.324,98.347
NOR,54.0,HARD,23.0,26.273,39.33,32.286,97.889
NOR,55.0,HARD,24.0,26.186,39.084,32.409,97.679
NOR,56.0,HARD,25.0,26.283,39.144,32.331,97.758
COL,6.0,HARD,6.0,28.097,41.24,34.001,103.338
COL,7.0,HARD,7.0,27.881,40.308,34.089,102.278
COL,8.0,HARD,8.0,27.422,40.273,33.756,101.451
COL,9.0,HARD,9.0,27.347,40.595,34.038,101.98
COL,11.0,HARD,11.0,27.397,40.543,34.299,102.239
COL,12.0,HARD,12.0,27.609,40.395,33.882,101.886
COL,13.0,HARD,13.0,27.431,40.545,33.79,101.766
COL,14.0,HARD,14.0,27.409,41.34,34.221,102.97
COL,15.0,HARD,15.0,27.178,40.766,33.857,101.801
COL,16.0,HARD,16.0,27.387,40.718,33.851,101.956
COL,17.0,HARD,17.0,27.303,40.507,33.713,101.523
COL,18.0,HARD,18.0,27.345,40.341,33.741,101.427
COL,19.0,HARD,19.0,27.221,40.193,33.596,101.01
COL,20.0,HARD,20.0,27.221,40.126,33.776,101.123
COL,21.0,HARD,21.0,27.116,39.957,34.014,101.087
COL,22.0,HARD,22.0,27.083,40.084,34.083,101.25
COL,23.0,HARD,23.0,27.183,40.313,33.816,101.312
COL,24.0,HARD,24.0,27.137,40.372,33.718,101.227
COL,25.0,HARD,25.0,27.197,40.071,33.488,100.756
COL,26.0,HARD,26.0,27.138,40.214,33.548,100.9
COL,27.0,HARD,27.0,26.955,40.026,33.47,100.451
COL,28.0,HARD,28.0,26.835,40.1,33.27,100.205
COL,29.0,HARD,29.0,26.897,40.095,33.55,100.542
COL,30.0,HARD,30.0,26.895,40.015,33.456,100.366
COL,31.0,HARD,31.0,26.892,40.362,33.281,100.535
COL,32.0,HARD,32.0,26.88,39.976,33.414,100.27
COL,33.0,HARD,33.0,26.883,40.112,33.243,100.238
COL,34.0,HARD,34.0,26.824,40.259,33.223,100.306
COL,35.0,HARD,35.0,26.768,39.918,33.509,100.195
COL,36.0,HARD,36.0,26.81,39.936,33.28,100.026
COL,37.0,HARD,37.0,26.868,40.413,34.114,101.395
COL,38.0,HARD,38.0,26.74,40.032,33.338,100.11
COL,42.0,MEDIUM,3.0,26.547,39.332,32.654,98.533
COL,43.0,MEDIUM,4.0,26.497,39.34,32.691,98.528
COL,44.0,MEDIUM,5.0,26.547,39.45,32.879,98.876
COL,45.0,MEDIUM,6.0,26.669,39.308,32.555,98.532
COL,46.0,MEDIUM,7.0,26.336,39.031,32.244,97.611
COL,47.0,MEDIUM,8.0,26.358,39.097,32.536,97.991
COL,48.0,MEDIUM,9.0,26.357,39.451,32.518,98.326
COL,49.0,MEDIUM,10.0,26.355,39.408,32.649,98.412
COL,50.0,MEDIUM,11.0,26.258,39.188,32.58,98.026
COL,51.0,MEDIUM,12.0,26.353,39.696,32.616,98.665
COL,52.0,MEDIUM,13.0,26.286,39.347,32.5,98.133
COL,53.0,MEDIUM,14.0,26.396,39.28,32.356,98.032
COL,54.0,MEDIUM,15.0,26.291,39.174,32.243,97.708
COL,55.0,MEDIUM,16.0,26.118,39.593,32.215,97.926
COL,56.0,MEDIUM,17.0,26.182,39.495,32.811,98.488
HAM,2.0,HARD,2.0,,,,
SAI,2.0,MEDIUM,2.0,26.992,39.337,33.594,99.923
SAI,6.0,MEDIUM,6.0,27.199,39.976,32.827,100.002
SAI,7.0,MEDIUM,7.0,26.936,39.503,33.245,99.684
SAI,8.0,MEDIUM,8.0,27.544,40.262,33.138,100.944
SAI,9.0,MEDIUM,9.0,27.037,39.829,33.156,100.022
SAI,11.0,MEDIUM,11.0,26.911,40.086,33.355,100.352
SAI,12.0,MEDIUM,12.0,26.893,40.02,33.328,100.241
SAI,13.0,MEDIUM,13.0,26.894,39.879,33.241,100.014
SAI,14.0,MEDIUM,14.0,26.872,40.135,33.031,100.038
SAI,15.0,MEDIUM,15.0,26.829,40.115,33.127,100.071
SAI,16.0,MEDIUM,16.0,26.894,40.091,33.301,100.286
SAI,17.0,MEDIUM,17.0,27.065,40.002,33.136,100.203
SAI,18.0,MEDIUM,18.0,26.876,39.951,32.869,99.696
SAI,19.0,MEDIUM,19.0,26.87,40.101,32.927,99.898
SAI,20.0,MEDIUM,20.0,26.771,39.877,33.166,99.814
SAI,23.0,HARD,2.0,26.593,39.519,32.619,98.731
SAI,24.0,HARD,3.0,26.772,39.558,32.783,99.113
SAI,25.0,HARD,4.0,26.826,39.575,32.954,99.355
SAI,26.0,HARD,5.0,26.72,39.736,32.886,99.342
SAI,27.0,HARD,6.0,26.607,39.62,32.733,98.96
SAI,28.0,HARD,7.0,26.73,39.39,32.934,99.054
SAI,29.0,HARD,8.0,26.738,39.58,32.885,99.203
SAI,30.0,HARD,9.0,26.628,39.369,32.677,98.674
SAI,31.0,HARD,10.0,26.692,39.68,32.909,99.281
SAI,32.0,HARD,11.0,26.607,39.623,32.795,99.025
SAI,33.0,HARD,12.0,26.571,39.569,32.62,98.76
SAI,34.0,HARD,13.0,26.672,39.543,32.597,98.812
SAI,35.0,HARD,14.0,26.538,39.505,32.577,98.62
SAI,36.0,HARD,15.0,26.652,39.491,32.444,98.587
SAI,37.0,HARD,16.0,26.434,39.396,32.598,98.428
SAI,38.0,HARD,17.0,26.445,39.282,32.462,98.189
SAI,39.0,HARD,18.0,26.432,39.145,32.498,98.075
SAI,40.0,HARD,19.0,26.434,39.211,32.437,98.082
SAI,42.0,HARD,21.0,26.22,39.185,32.358,97.763
SAI,43.0,HARD,22.0,26.293,39.373,32.557,98.223
SAI,44.0,HARD,23.0,26.361,39.459,32.63,98.45
SAI,45.0,HARD,24.0,26.318,39.267,32.695,98.28
SAI,46.0,HARD,25.0,26.469,39.456,32.693,98.618
SAI,47.0,HARD,26.0,26.419,39.703,32.761,98.883
SAI,48.0,HARD,27.0,26.421,39.244,32.465,98.13
SAI,49.0,HARD,28.0,26.387,39.596,32.601,98.584
SAI,50.0,HARD,29.0,26.476,39.475,32.319,98.27
SAI,51.0,HARD,30.0,26.279,39.437,32.785,98.501
SAI,52.0,HARD,31.0,26.102,39.615,32.371,98.088
SAI,53.0,HARD,32.0,26.323,39.55,32.297,98.17
SAI,54.0,HARD,33.0,26.379,39.379,32.442,98.2
SAI,55.0,HARD,34.0,26.45,39.749,32.81,99.009
SAI,56.0,HARD,35.0,26.695,41.016,33.372,101.083
RUS,6.0,HARD,6.0,28.142,41.853,34.184,104.179
RUS,7.0,HARD,7.0,27.554,40.37,33.974,101.898
RUS,8.0,HARD,8.0,27.29,40.254,33.98,101.524
RUS,9.0,HARD,9.0,27.22,40.168,34.525,101.913
RUS,11.0,HARD,11.0,27.449,40.345,34.371,102.165
RUS,12.0,HARD,12.0,27.228,40.423,34.186,101.837
RUS,13.0,HARD,13.0,27.296,40.082,33.922,101.3
RUS,14.0,HARD,14.0,27.109,40.102,33.887,101.098
RUS,15.0,HARD,15.0,27.171,40.302,33.682,101.155
RUS,16.0,HARD,16.0,27.237,40.293,33.73,101.26
RUS,17.0,HARD,17.0,27.277,40.152,33.703,101.132
RUS,18.0,HARD,18.0,27.029,40.184,33.317,100.53
RUS,19.0,HARD,19.0,27.695,40.067,33.441,101.203
RUS,20.0,HARD,20.0,27.348,40.039,33.379,100.766
RUS,21.0,HARD,21.0,26.977,39.502,33.486,99.965
RUS,22.0,HARD,22.0,27.03,39.776,33.213,100.019
RUS,23.0,HARD,23.0,26.786,40.021,33.367,100.174
RUS,24.0,HARD,24.0,26.841,39.924,33.295,100.06
RUS,25.0,HARD,25.0,26.758,39.863,33.071,99.692
RUS,26.0,HARD,26.0,26.742,40.122,33.294,100.158
RUS,27.0,HARD,27.0,26.745,39.829,33.315,99.889
RUS,28.0,HARD,28.0,26.468,39.457,33.31,99.235
RUS,29.0,HARD,29.0,26.619,39.7,33.305,99.624
RUS,30.0,HARD,30.0,26.601,39.854,33.122,99.577
RUS,31.0,HARD,31.0,26.55,39.943,33.141,99.634
RUS,32.0,HARD,32.0,26.59,39.814,33.149,99.553
RUS,33.0,HARD,33.0,27.185,40.0,33.188,100.373
RUS,34.0,HARD,34.0,26.707,40.073,33.291,100.071
RUS,35.0,HARD,35.0,27.003,39.84,33.082,99.925
RUS,36.0,HARD,36.0,26.593,39.605,32.954,99.152
RUS,37.0,HARD,37.0,26.479,39.819,33.153,99.451
RUS,38.0,HARD,38.0,26.534,39.748,33.049,99.331
RUS,39.0,HARD,39.0,26.483,39.544,32.97,98.997
RUS,42.0,MEDIUM,2.0,26.373,38.929,32.354,97.656
RUS,43.0,MEDIUM,3.0,26.444,39.192,32.482,98.118
RUS,44.0,MEDIUM,4.0,26.245,38.874,32.707,97.826
RUS,45.0,MEDIUM,5.0,26.484,39.193,32.286,97.963
RUS,46.0,MEDIUM,6.0,26.182,39.182,32.418,97.782
RUS,47.0,MEDIUM,7.0,26.227,39.02,32.543,97.79
RUS,48.0,MEDIUM,8.0,26.336,39.188,32.517,98.041
RUS,49.0,MEDIUM,9.0,26.22,39.134,32.647,98.001
RUS,50.0,MEDIUM,10.0,26.145,39.401,32.397,97.943
RUS,51.0,MEDIUM,11.0,26.243,39.245,32.571,98.059
RUS,52.0,MEDIUM,12.0,26.243,39.254,33.111,98.608
RUS,53.0,MEDIUM,13.0,26.487,39.545,33.856,99.888
RUS,54.0,MEDIUM,14.0,26.387,39.349,32.988,98.724
RUS,55.0,MEDIUM,15.0,26.253,39.239,32.688,98.18
RUS,56.0,MEDIUM,16.0,26.211,38.974,32.77,97.955
BOT,6.0,MEDIUM,6.0,28.12,41.377,34.103,103.6
BOT,7.0,MEDIUM,7.0,27.788,40.256,34.136,102.18
BOT,8.0,MEDIUM,8.0,27.396,40.072,34.015,101.483
BOT,9.0,MEDIUM,9.0,27.285,40.536,34.21,102.031
BOT,11.0,MEDIUM,11.0,27.449,40.658,34.193,102.3
BOT,12.0,MEDIUM,12.0,27.439,40.527,33.979,101.945
BOT,13.0,MEDIUM,13.0,27.346,40.817,34.514,102.677
BOT,14.0,MEDIUM,14.0,27.318,40.896,33.911,102.125
BOT,17.0,HARD,2.0,27.292,40.388,33.121,100.801
BOT,18.0,HARD,3.0,27.233,40.232,33.297,100.762
BOT,19.0,HARD,4.0,27.322,40.434,33.113,100.869
BOT,20.0,HARD,5.0,27.181,40.299,33.357,100.837
BOT,21.0,HARD,6.0,27.187,40.401,33.332,100.92
BOT,22.0,HARD,7.0,27.087,40.416,33.495,100.998
BOT,23.0,HARD,8.0,27.172,40.585,33.381,101.138
BOT,24.0,HARD,9.0,27.269,40.533,33.345,101.147
BOT,25.0,HARD,10.0,27.197,40.464,33.248,100.909
BOT,26.0,HARD,11.0,27.198,40.239,33.402,100.839
BOT,27.0,HARD,12.0,27.115,40.209,33.545,100.869
BOT,28.0,HARD,13.0,27.2,40.365,33.459,101.024
BOT,29.0,HARD,14.0,27.089,40.538,33.671,101.298
BOT,30.0,HARD,15.0,27.204,40.413,33.568,101.185
BOT,31.0,HARD,16.0,27.283,40.475,33.616,101.374
BOT,32.0,HARD,17.0,27.108,40.347,33.477,100.932
BOT,33.0,HARD,18.0,26.849,40.089,33.846,100.784
BOT,34.0,HARD,19.0,27.028,40.717,34.193,101.938
BOT,35.0,HARD,20.0,27.381,40.475,33.58,101.436
BOT,36.0,HARD,21.0,26.991,40.665,33.499,101.155
BOT,37.0,HARD,22.0,26.963,40.336,33.516,100.815
BOT,38.0,HARD,23.0,27.129,40.365,33.45,100.944
BOT,39.0,HARD,24.0,27.166,40.395,33.219,100.78
BOT,40.0,HARD,25.0,27.034,40.315,33.352,100.701
BOT,42.0,HARD,27.0,27.348,40.401,33.494,101.243
BOT,43.0,HARD,28.0,27.216,40.228,33.252,100.696
BOT,44.0,HARD,29.0,27.23,40.556,33.931,101.717
BOT,45.0,HARD,30.0,27.868,40.845,36.703,105.416
BOT,46.0,HARD,31.0,27.274,40.72,35.231,103.225
BOT,47.0,HARD,32.0,27.223,40.428,33.413,101.064
BOT,48.0,HARD,33.0,27.426,40.471,33.173,101.07
BOT,49.0,HARD,34.0,29.421,40.552,33.474,103.447
BOT,50.0,HARD,35.0,27.114,40.313,33.618,101.045
BOT,51.0,HARD,36.0,28.718,40.675,33.538,102.931
BOT,52.0,HARD,37.0,27.149,40.229,33.28,100.658
BOT,53.0,HARD,38.0,27.211,40.175,33.189,100.575
BOT,54.0,HARD,39.0,27.162,40.375,33.142,100.679
BOT,55.0,HARD,40.0,27.202,40.298,33.208,100.708
PIA,6.0,MEDIUM,6.0,27.87,40.532,33.351,101.753
PIA,7.0,MEDIUM,7.0,27.536,40.178,33.372,101.086
PIA,8.0,MEDIUM,8.0,27.352,39.782,33.544,100.678
PIA,9.0,MEDIUM,9.0,27.289,39.779,33.217,100.285
PIA,11.0,MEDIUM,11.0,27.375,40.106,33.126,100.607
PIA,12.0,MEDIUM,12.0,27.191,40.172,33.333,100.696
PIA,13.0,MEDIUM,13.0,27.142,40.115,33.322,100.579
PIA,14.0,MEDIUM,14.0,27.309,40.258,33.24,100.807
PIA,15.0,MEDIUM,15.0,27.276,40.49,33.247,101.013
PIA,16.0,MEDIUM,16.0,27.171,40.152,32.906,100.229
PIA,17.0,MEDIUM,17.0,27.155,39.928,32.842,99.925
PIA,18.0,MEDIUM,18.0,27.111,40.03,32.865,100.006
PIA,19.0,MEDIUM,19.0,27.169,39.822,32.694,99.685
PIA,20.0,MEDIUM,20.0,26.911,39.908,32.972,99.791
PIA,21.0,MEDIUM,21.0,27.03,39.61,33.071,99.711
PIA,22.0,MEDIUM,22.0,26.922,39.894,33.048,99.864
PIA,23.0,MEDIUM,23.0,26.867,40.013,33.03,99.91
PIA,24.0,MEDIUM,24.0,26.901,40.13,33.238,100.269
PIA,25.0,MEDIUM,25.0,26.817,39.761,32.831,99.409
PIA,26.0,MEDIUM,26.0,26.686,39.867,32.746,99.299
PIA,27.0,MEDIUM,27.0,26.707,39.749,32.56,99.016
PIA,28.0,MEDIUM,28.0,26.664,39.663,33.323,99.65
PIA,29.0,MEDIUM,29.0,26.727,39.77,33.053,99.55
PIA,30.0,MEDIUM,30.0,26.729,39.909,33.023,99.661
PIA,31.0,MEDIUM,31.0,26.654,40.575,33.6,100.829
PIA,34.0,HARD,2.0,26.694,39.448,32.353,98.495
PIA,35.0,HARD,3.0,26.459,39.337,32.226,98.022
PIA,36.0,HARD,4.0,26.382,39.596,32.332,98.31
PIA,37.0,HARD,5.0,26.461,39.572,32.457,98.49
PIA,38.0,HARD,6.0,26.445,39.262,32.505,98.212
PIA,39.0,HARD,7.0,26.502,39.107,32.574,98.183
PIA,40.0,HARD,8.0,26.61,39.875,32.863,99.348
PIA,42.0,HARD,10.0,26.405,39.172,32.306,97.883
PIA,43.0,HARD,11.0,26.351,39.231,32.402,97.984
PIA,44.0,HARD,12.0,26.54,39.546,32.369,98.455
PIA,45.0,HARD,13.0,26.289,39.291,32.399,97.979
PIA,46.0,HARD,14.0,26.424,39.503,32.393,98.32
PIA,47.0,HARD,15.0,26.476,39.7,32.479,98.655
PIA,48.0,HARD,16.0,26.299,39.23,32.492,98.021
PIA,49.0,HARD,17.0,26.317,39.431,32.275,98.023
PIA,50.0,HARD,18.0,26.325,39.382,32.272,97.979
PIA,51.0,HARD,19.0,26.224,39.453,32.855,98.532
PIA,52.0,HARD,20.0,26.214,39.506,32.46,98.18
PIA,53.0,HARD,21.0,26.529,40.029,32.546,99.104
PIA,54.0,HARD,22.0,26.33,39.257,32.367,97.954
PIA,55.0,HARD,23.0,26.501,39.175,32.248,97.924
PIA,56.0,HARD,24.0,26.415,39.321,33.376,99.112
